,accession,gene_symbol,pred_prob,raw_prob,soft_label,hard_label,mRNA
14015,Q8N122,RPTOR,0.3705097,0.0,0.555507203,,1.095241342
14016,Q8N126,CADM3,0.141104,0.0,0.236677344,0.0,0.209772248
14017,Q8N130,SLC34A3,0.21539845,0.0,0.137713355,0.0,2.613471992
14018,Q8N131,TMEM123,0.42981777,0.0,0.769334108,1.0,4.049699796
14019,Q8N136,DAW1,0.22784936,0.0,0.381092885,,0.113258026
14020,Q8N138,ORMDL3,0.18089198,0.0,0.774601072,1.0,4.590259234
14021,Q8N142,ADSS1,0.37593323,0.0,0.907592787,1.0,2.986457571
14022,Q8N144,GJD3,0.11869914,0.0,0.301600697,,0.284688465
14023,Q8N145,LGI3,0.14913051,0.0,0.104586775,0.0,0.179658793
14024,Q8N149,LILRA2,0.1128127,0.0,0.281200005,0.0,0.019181834
14025,Q8N158,GPC2,0.13696937,0.0,0.401869598,,1.349412438
14026,Q8N196,SIX5,0.110367544,0.0,0.617824872,,3.327931496
14027,Q8N1B3,CCNQ,0.25145426,0.0,0.318489708,,3.594101146
14028,Q8N1B4,VPS52,0.4228644,0.0,0.984522206,1.0,0.030425322
14029,Q8N1C3,GABRG1,0.11074287,0.0,0.212969859,0.0,0.0
14030,Q8N1E6,FBXL14,0.2013824,0.0,0.277070465,0.0,2.38718853
14031,Q8N1N2,DYNAP,0.24046756,0.0,0.046099462,0.0,0.02825638
14032,Q8N1Q1,CA13,0.23595771,0.0,0.47139271,,1.211224483
14033,Q8N1Q8,THEM5,0.15367301,0.0,0.32749418,,0.096903076
14034,Q8N271,PROM2,0.1707437,0.0,0.516897638,,5.365752917
14035,Q8N2F6,ARMC10,0.42241314,0.0,0.999164521,1.0,2.237382689
14036,Q8N2G4,LYPD1,0.11329917,0.0,0.100738109,0.0,0.269330208
14037,Q8N2G8,GHDC,0.1973534,0.0,0.733618319,1.0,4.25342817
14038,Q8N2H4,SYS1,0.1905438,0.0,0.393609097,,3.576309458
14039,Q8N2K1,UBE2J2,0.27097178,0.0,0.483024157,,3.318948874
14040,Q8N2M8,CLASRP,0.3571012,0.0,0.325704903,,4.548393657
14041,Q8N2R0,OSR2,0.11512623,0.0,0.256323808,0.0,3.858275751
14042,Q8N2U9,SLC66A2,0.22771122,0.0,0.255003645,0.0,2.809547217
14043,Q8N2W9,PIAS4,0.3045098,0.0,0.205606041,0.0,2.534073739
14044,Q8N2Z9,CENPS,0.24186382,0.0,0.218662622,0.0,1.899195546
14045,Q8N300,SVBP,0.4146003,0.0,0.0,0.0,2.708921916
14046,Q8N307,MUC20,0.17028794,0.0,0.397962924,,0.0
14047,Q8N339,MT1M,0.15289675,0.0,0.285582383,0.0,1.572013601
14048,Q8N350,CBARP,0.23553824,0.0,0.382156936,,1.343299252
14049,Q8N357,SLC35F6,0.21334128,0.0,0.998867466,1.0,4.226536931
14050,Q8N371,KDM8,0.24860355,0.0,0.120121656,0.0,1.487517064
14051,Q8N386,LRRC25,0.3242849,0.0,0.642866553,,3.3799846
14052,Q8N387,MUC15,0.1128127,0.0,0.105200003,0.0,1.264722367
14053,Q8N393,ZNF786,0.14911245,0.0,0.186117794,0.0,1.460755213
14054,Q8N3E9,PLCD3,0.20256643,0.0,0.465061623,,3.823887809
14055,Q8N3F0,MTURN,0.17279819,0.0,0.186474131,0.0,2.542360968
14056,Q8N3G9,TMEM130,0.16446285,0.0,0.261409292,0.0,0.129721343
14057,Q8N3I7,BBS5,0.18725789,0.0,0.155422204,0.0,0.805451006
14058,Q8N3J2,METTL4,0.20346774,0.0,0.277739531,0.0,1.762988513
14059,Q8N3T1,GALNT15,0.10576,0.0,0.246885166,0.0,0.023203473
14060,Q8N3Y7,SDR16C5,0.1128127,0.0,0.621122768,,2.364139416
14061,Q8N3Z6,ZCCHC7,0.333798,0.0,0.254705637,0.0,0.820994057
14062,Q8N414,PGBD5,0.1128127,0.0,0.197855804,0.0,0.029630023
14063,Q8N427,NME8,0.24061492,0.0,0.321256935,,0.068989469
14064,Q8N443,RIBC1,0.23657829,0.0,0.335292468,,1.654271222
14065,Q8N474,SFRP1,0.15505551,0.0,0.139733448,0.0,0.0
14066,Q8N488,RYBP,0.44526976,0.0,0.290943868,0.0,2.036577513
14067,Q8N4C7,STX19,0.37019765,0.0,0.429266906,,1.169851014
14068,Q8N4E7,FTMT,0.2734892,0.0,0.199332563,0.0,0.0
14069,Q8N4J0,CARNMT1,0.19774985,0.0,0.462753178,,2.252212878
14070,Q8N4L1,TMEM151A,0.13402228,0.0,0.32360303,,1.584778091
14071,Q8N4L2,PIP4P2,0.20017107,0.0,0.708746131,1.0,0.854641153
14072,Q8N4P3,HDDC3,0.34057304,0.0,0.55790077,,3.799612496
14073,Q8N4S9,MARVELD2,0.21771535,0.0,0.583841841,,0.279000237
14074,Q8N4T8,CBR4,0.27734473,0.0,0.536859883,,0.822624194
14075,Q8N4V1,MMGT1,0.45696753,0.0,0.9999946,1.0,3.476767576
14076,Q8N4Y2,CRACR2B,0.2746033,0.0,0.509025673,,4.735503766
14077,Q8N511,TMEM199,0.31421685,0.0,0.607709844,,3.674205449
14078,Q8N539,FIBCD1,0.14585307,0.0,0.365974321,,0.07048041
14079,Q8N543,OGFOD1,0.35396704,0.0,0.448093589,,3.236673457
14080,Q8N556,AFAP1,0.1128127,0.0,0.23708891,0.0,0.780393911
14081,Q8N565,MREG,0.1128127,0.0,0.393670929,,0.890806895
14082,Q8N568,DCLK2,0.28530997,0.0,0.292775741,0.0,0.011211539
14083,Q8N594,MPND,0.44711724,0.0,0.451820128,,2.314522518
14084,Q8N5B7,CERS5,0.12555674,0.0,0.564966825,,2.231200786
14085,Q8N5F7,NKAP,0.2982643,0.0,0.282350032,0.0,3.007526772
14086,Q8N5G0,SMIM20,0.28726047,0.0,0.386733964,,1.399361788
14087,Q8N5G2,MACO1,0.18549286,0.0,0.690434219,,1.928342042
14088,Q8N5I2,ARRDC1,0.32198784,0.0,0.380955427,,5.291124621
14089,Q8N5J2,MINDY1,0.19358991,0.0,0.442667637,,2.930972519
14090,Q8N5M1,ATPAF2,0.26541093,0.0,0.855840649,1.0,1.391427963
14091,Q8N5M9,JAGN1,0.1128127,0.0,0.881584437,1.0,4.598796273
14092,Q8N5P1,ZC3H8,0.27121493,0.0,0.285258917,0.0,1.860981325
14093,Q8N5S9,CAMKK1,0.1128127,0.0,0.230390659,0.0,2.527916355
14094,Q8N5U6,RNF10,0.1128127,0.0,0.597066871,,3.829430765
14095,Q8N5V2,NGEF,0.22974345,0.0,0.417327203,,1.235384946
14096,Q8N5Y2,MSL3,0.29697764,0.0,0.428356417,,3.746275244
14097,Q8N5Y8,PARP16,0.3077411,0.0,0.696384579,,0.948223497
14098,Q8N5Z0,AADAT,0.2621012,0.0,0.539300835,,1.646483828
14099,Q8N5Z5,KCTD17,0.23228978,0.0,0.192031445,0.0,3.104807551
14100,Q8N635,MEIOB,0.1128127,0.0,0.562884379,,0.0
14101,Q8N661,TMEM86B,0.20740984,0.0,0.0,0.0,4.01715156
14102,Q8N680,ZBTB2,0.3385508,0.0,0.17717449,0.0,2.924437696
14103,Q8N682,DRAM1,0.2870212,0.0,0.0,0.0,0.752549778
14104,Q8N690,DEFB119,0.1128127,0.0,0.0,0.0,0.0
14105,Q8N695,SLC5A8,0.13729528,0.0,0.114516456,0.0,0.0
14106,Q8N6C5,IGSF1,0.13150036,0.0,0.293243901,0.0,0.229298447
14107,Q8N6C8,LILRA3,0.1128127,0.0,0.867955408,1.0,0.0
14108,Q8N6F1,CLDN19,0.15830316,0.0,0.024187886,0.0,0.045899518
14109,Q8N6F7,GCSAM,0.22705366,0.0,0.030477881,0.0,0.173448564
14110,Q8N6F8,METTL27,0.26234087,0.0,0.419573901,,2.532504381
14111,Q8N6G5,CSGALNACT2,0.12344545,0.0,0.356013383,,1.554482512
14112,Q8N6I4,LYSET,0.19099863,0.0,0.101363825,0.0,0.0
14113,Q8N6K7,SAMD3,0.2526414,0.0,0.459995259,,0.047529868
14114,Q8N6L0,KASH5,0.15398717,0.0,0.708869357,1.0,0.0
14115,Q8N6M3,FITM2,0.13574673,0.0,0.531443703,,2.69439475
14116,Q8N6M6,AOPEP,0.35866153,0.0,0.443097179,,0.701189578
14117,Q8N6P7,IL22RA1,0.09859429,0.0,0.250037387,0.0,2.695784225
14118,Q8N6R1,SERP2,0.23538381,0.0,0.0,0.0,0.710473824
14119,Q8N6S4,ANKRD13C,0.2608311,0.0,0.564441789,,1.537692581
14120,Q8N6T3,ARFGAP1,0.37113938,0.0,0.905478034,1.0,5.066767028
14121,Q8N6T7,SIRT6,0.31657547,0.0,0.538235059,,4.085369613
14122,Q8N6W0,CELF5,0.15952912,0.0,0.192383471,0.0,0.062999118
14123,Q8N6Y0,USHBP1,0.15556559,0.0,0.568797511,,0.009956118
14124,Q8N720,ZNF655,0.18612167,0.0,0.110861362,0.0,3.733714587
14125,Q8N726,CDKN2A,0.1128127,0.0,0.0,0.0,3.253075751
14126,Q8N7B6,PACRGL,0.23934758,0.0,0.165354044,0.0,0.992810761
14127,Q8N7C3,TRIML2,0.15972918,0.0,0.29232081,0.0,0.018182204
14128,Q8N7J2,AMER2,0.16185245,0.0,0.155361643,0.0,0.0
14129,Q8N7U7,TPRX1,0.09326961,0.0,0.026313732,0.0,0.0
14130,Q8N7X4,MAGEB6,0.09866497,0.0,0.192881258,0.0,0.19047417
14131,Q8N841,TTLL6,0.17316616,0.0,0.434853625,,1.197500213
14132,Q8N8B7,TCEANC,0.22803114,0.0,0.264996845,0.0,0.4882812
14133,Q8N8N0,RNF152,0.17953055,0.0,0.156055876,0.0,0.038286014
14134,Q8N8N7,PTGR2,0.2916324,0.0,0.633117796,,1.069929969
14135,Q8N8Q8,COX18,0.27696255,0.0,0.240205274,0.0,2.36552986
14136,Q8N8R3,SLC25A29,0.17875122,0.0,0.311233253,,3.012282769
14137,Q8N8R7,ARL14EP,0.23142609,0.0,0.070038901,0.0,2.210471113
14138,Q8N8U9,BMPER,0.1128127,0.0,0.384360396,,0.0
14139,Q8N8V4,ANKS4B,0.194012,0.0,0.326890138,,3.149867158
14140,Q8N8X9,MAB21L3,0.1913066,0.0,0.071562102,0.0,0.129545318
14141,Q8N912,NRAC,0.1128127,0.0,0.064401296,0.0,0.0
14142,Q8N966,ZDHHC22,0.17368014,0.0,0.023730947,0.0,0.0
14143,Q8N983,MRPL43,0.28120703,0.0,0.470767533,,3.266555377
14144,Q8N987,NECAB1,0.18689325,0.0,0.377170269,,0.0
14145,Q8N999,RLIG1,0.254179,0.0,0.186549661,0.0,0.0
14146,Q8N9A8,CNEP1R1,0.1128127,0.0,0.427393443,,2.535291561
14147,Q8N9E0,FAM133A,0.24973644,0.0,0.0,0.0,0.034559264
14148,Q8N9F0,NAT8L,0.17821269,0.0,0.058057567,0.0,0.270097372
14149,Q8N9I5,FADS6,0.32736138,0.0,0.294947398,0.0,0.202546257
14150,Q8N9L9,ACOT4,0.23908228,0.0,0.32983009,,1.494231366
14151,Q8N9M5,TMEM102,0.16514789,0.0,0.388230527,,3.787988342
14152,Q8N9N5,BANP,0.2592313,0.0,0.441459531,,1.067891551
14153,Q8N9N8,EIF1AD,0.1128127,0.0,0.498050346,,4.039341836
14154,Q8N9Q2,SREK1IP1,0.28728,0.0,0.060668439,0.0,2.070337827
14155,Q8N9W5,DNAAF3,0.26081693,0.0,0.476163862,,2.248150689
14156,Q8N9W6,BOLL,0.3205161,0.0,0.080241847,0.0,0.0
14157,Q8NA29,MFSD2A,0.19395852,0.0,0.16502907,0.0,3.687417568
14158,Q8NA54,IQUB,0.2299638,0.0,0.146171172,0.0,0.024056538
14159,Q8NA58,PNLDC1,0.24937198,0.0,0.199386015,0.0,0.152233755
14160,Q8NA72,POC5,0.20898221,0.0,0.184524119,0.0,1.367836218
14161,Q8NA77,TEX19,0.115266345,0.0,0.021794518,0.0,0.138511532
14162,Q8NA82,MARCHF10,0.2319891,0.0,0.304934437,,0.015590552
14163,Q8NAM6,ZSCAN4,0.158224,0.0,0.136457968,0.0,0.0
14164,Q8NAP8,ZBTB8B,0.12848265,0.0,0.286264177,0.0,0.010582964
14165,Q8NAT1,POMGNT2,0.1916216,0.0,0.262000075,0.0,2.512382767
14166,Q8NAX2,KDF1,0.31027895,0.0,0.208251633,0.0,2.82080341
14167,Q8NB14,USP38,0.25726634,0.0,0.381875984,,2.223177475
14168,Q8NB15,ZNF511,0.22013669,0.0,0.091554286,0.0,4.764161058
14169,Q8NBB4,ZSCAN1,0.15798002,0.0,0.261640941,0.0,0.01619096
14170,Q8NBD8,TMEM229B,0.12526675,0.0,0.0,0.0,0.29094093
14171,Q8NBI3,DRAXIN,0.11251262,0.0,0.100303447,0.0,0.066676574
14172,Q8NBI5,SLC43A3,0.14194681,0.0,0.650298591,,2.501669685
14173,Q8NBJ4,GOLM1,0.25956047,0.0,0.804284866,1.0,4.237378944
14174,Q8NBJ9,SIDT2,0.31364867,0.0,0.456900559,,3.301660026
14175,Q8NBL1,POGLUT1,0.17585663,0.0,0.587447333,,2.076494951
14176,Q8NBN3,TMEM87A,0.29621443,0.0,0.681438528,,2.915348004
14177,Q8NBN7,RDH13,0.25856876,0.0,0.840759797,1.0,0.010396825
14178,Q8NBQ7,AQP11,0.1994477,0.0,0.131853905,0.0,1.182370068
14179,Q8NBR6,MINDY2,0.20194548,0.0,0.499433966,,1.446499982
14180,Q8NBS3,SLC4A11,0.15213478,0.0,0.453674247,,3.449072328
14181,Q8NBT2,SPC24,0.24006803,0.0,0.547974511,,2.299985723
14182,Q8NBV8,SYT8,0.2082559,0.0,0.412774344,,2.866349268
14183,Q8NBW4,SLC38A9,0.24581474,0.0,0.18469622,0.0,0.585921312
14184,Q8NBZ0,INO80E,0.25300738,0.0,0.154685235,0.0,4.859221495
14185,Q8NC01,CLEC1A,0.15303627,0.0,0.248549809,0.0,0.091605372
14186,Q8NC24,RELL2,0.21860617,0.0,0.372454427,,4.347420513
14187,Q8NC44,RETREG2,0.24618511,0.0,0.994160117,1.0,4.027571704
14188,Q8NC69,KCTD6,0.22062846,0.0,0.305824491,,2.367155958
14189,Q8NCB2,CAMKV,0.22351168,0.0,0.32662372,,0.446648197
14190,Q8NCC3,PLA2G15,0.23525833,0.0,0.641872075,,3.184890876
14191,Q8NCC5,SLC37A3,0.1750495,0.0,0.024145299,0.0,1.825005791
14192,Q8NCD3,HJURP,0.19542724,0.0,0.343428167,,3.730775432
14193,Q8NCE2,MTMR14,0.34383482,0.0,0.707808134,1.0,2.204499189
14194,Q8NCF5,NFATC2IP,0.36731762,0.0,0.755331555,1.0,4.85138435
14195,Q8NCK7,SLC16A11,0.42110345,0.0,0.339158019,,0.519143585
14196,Q8NCN4,RNF169,0.28757074,0.0,0.154072189,0.0,1.583428486
14197,Q8NCP5,ZBTB44,0.1128127,0.0,0.264972725,0.0,1.566290925
14198,Q8NCR0,B3GALNT2,0.21547192,0.0,0.34259541,,1.48714256
14199,Q8NCR6,SPMIP6,0.24348348,0.0,0.084910667,0.0,0.0
14200,Q8NCS7,SLC44A5,0.12514907,0.0,0.116650031,0.0,0.09859708
14201,Q8NCU7,C2CD4A,0.104482695,0.0,0.091512654,0.0,1.966613337
14202,Q8NCU8,MTLN,0.1181542,0.0,0.0,0.0,1.99085852
14203,Q8NCW0,KREMEN2,0.1383878,0.0,0.376718924,,1.737227303
14204,Q8NCW5,NAXE,0.43772632,0.0,0.999735677,1.0,3.915419947
14205,Q8NCW6,GALNT11,0.1227442,0.0,0.314858037,,1.844837078
14206,Q8ND25,ZNRF1,0.21930863,0.0,0.129741075,0.0,1.866726934
14207,Q8ND76,CCNY,0.17500824,0.0,0.995833672,1.0,1.131009384
14208,Q8ND83,SLAIN1,0.25764006,0.0,0.531166076,,0.858422204
14209,Q8NDD1,C1orf131,0.2936043,0.0,0.211459527,0.0,2.832236779
14210,Q8NDF8,TENT4B,0.1128127,0.0,0.601353356,,2.05313886
14211,Q8NDN9,RCBTB1,0.22930846,0.0,0.237976046,0.0,1.457149053
14212,Q8NDQ6,ZNF540,0.1128127,0.0,0.38244312,,0.0
14213,Q8NDT2,RBM15B,0.37342283,0.0,0.385731777,,5.299203162
14214,Q8NDX5,PHC3,0.28915554,0.0,0.658009798,,2.503183809
14215,Q8NE01,CNNM3,0.22837171,0.0,0.585460065,,2.808779587
14216,Q8NE31,FAM13C,0.17361337,0.0,0.55125636,,0.002869383
14217,Q8NE35,CPEB3,0.1128127,0.0,0.229335422,0.0,0.130155495
14218,Q8NEA6,GLIS3,0.14218551,0.0,0.547746123,,0.188854198
14219,Q8NEB5,PLPP5,0.1504389,0.0,0.27479695,0.0,4.987243041
14220,Q8NEH6,MNS1,0.22007185,0.0,0.221866112,0.0,1.140875677
14221,Q8NEJ0,DUSP18,0.21910973,0.0,0.214547354,0.0,3.330515399
14222,Q8NEL9,DDHD1,0.1128127,0.0,0.374584089,,1.520544678
14223,Q8NEM7,SUPT20H,0.1128127,0.0,0.313598612,,2.192923839
14224,Q8NEQ6,SRARP,0.11635723,0.0,0.160882234,0.0,0.199463838
14225,Q8NES3,LFNG,0.12672852,0.0,0.230679068,0.0,3.704233438
14226,Q8NES8,DEFB124,0.07885421,0.0,0.061498048,0.0,0.057895437
14227,Q8NET8,TRPV3,0.1211887,0.0,0.352559064,,0.982345381
14228,Q8NEV9,IL27,0.23869035,0.0,0.132478926,0.0,0.100774975
14229,Q8NEW0,SLC30A7,0.1128127,0.0,0.998944242,1.0,2.07591109
14230,Q8NEY8,PPHLN1,0.41266277,0.0,0.325827185,,1.469538895
14231,Q8NFB2,TMEM185A,0.1718885,0.0,0.082427218,0.0,1.600894509
14232,Q8NFF2,SLC24A4,0.1563595,0.0,0.199840562,0.0,0.131910386
14233,Q8NFG4,FLCN,0.29453272,0.0,0.406231714,,2.285867341
14234,Q8NFH4,NUP37,0.42967185,0.0,0.451009796,,2.529410224
14235,Q8NFJ5,GPRC5A,0.22908695,0.0,0.690796016,,6.179491412
14236,Q8NFJ6,PROKR2,0.09803019,0.0,0.28745484,0.0,0.0
14237,Q8NFL0,B3GNT7,0.12131966,0.0,0.418038994,,6.369627318
14238,Q8NFQ8,TOR1AIP2,0.3224411,0.0,0.994357211,1.0,2.989788936
14239,Q8NFR3,SPTSSB,0.10938727,0.0,0.114469878,0.0,2.004156339
14240,Q8NFT8,DNER,0.16599624,0.0,0.197380858,0.0,0.000941899
14241,Q8NFU5,IPMK,0.24768943,0.0,0.252163675,0.0,1.165113561
14242,Q8NFW5,DMBX1,0.118740976,0.0,0.34580023,,0.153365277
14243,Q8NFX7,STXBP6,0.18858916,0.0,0.279917475,0.0,0.357955417
14244,Q8NG11,TSPAN14,0.1128127,0.0,0.382020263,,2.977070764
14245,Q8NG50,RDM1,0.19997935,0.0,0.17683296,0.0,0.0
14246,Q8NG98,OR7D4,0.1128127,0.0,0.0,0.0,0.0
14247,Q8NHC4,OR10J5,0.13196146,0.0,0.032745306,0.0,0.0
14248,Q8NHE4,ATP6V0E2,0.1128127,0.0,0.0,0.0,2.042991434
14249,Q8NHG7,SVIP,0.32014483,0.0,0.987238696,1.0,3.341244107
14250,Q8NHH1,TTLL11,0.15310852,0.0,0.688456097,,0.244615502
14251,Q8NHJ6,LILRB4,0.21554008,0.0,0.788541358,1.0,0.012626652
14252,Q8NHQ1,CEP70,0.20140563,0.0,0.324936047,,0.724720381
14253,Q8NHS0,DNAJB8,0.29705858,0.0,0.297918065,0.0,0.07160625
14254,Q8NHS1,CLDND2,0.14360732,0.0,0.0,0.0,4.660604669
14255,Q8NHS9,SPATA22,0.13642989,0.0,0.189410266,0.0,0.022521981
14256,Q8NHU3,SGMS2,0.15572433,0.0,0.371017837,,1.434318934
14257,Q8NHW4,CCL4L1; CCL4L2,0.1128127,0.0,0.0,0.0,0.0
14258,Q8NHX9,TPCN2,0.25615925,0.0,0.511114506,,1.351625898
14259,Q8NHY0,B4GALNT2,0.09011293,0.0,0.198311476,0.0,0.0
14260,Q8NHZ7,MBD3L2,0.15913355,0.0,0.158614434,0.0,0.0
14261,Q8NHZ8,CDC26,0.35181323,0.0,0.396146345,,1.913540532
14262,Q8NI17,IL31RA,0.1128127,0.0,0.381750252,,0.018642518
14263,Q8NI22,MCFD2,0.4453346,0.0,0.568580952,,3.602082021
14264,Q8NI37,PPTC7,0.3354058,0.0,0.35525344,,2.987099817
14265,Q8NI38,NFKBID,0.18676098,0.0,0.431738989,,3.111002029
14266,Q8NI51,CTCFL,0.2537378,0.0,0.359880843,,0.0
14267,Q8TA86,RP9,0.26860055,0.0,0.224861156,0.0,2.780513618
14268,Q8TAB5,C1orf216,0.16188364,0.0,0.10680297,0.0,2.956744428
14269,Q8TAC9,SCAMP5,0.20172434,0.0,0.187661435,0.0,0.528254045
14270,Q8TAD2,IL17D,0.11159383,0.0,0.12548708,0.0,0.202566128
14271,Q8TAD4,SLC30A5,0.20474826,0.0,0.607798165,,2.796363942
14272,Q8TAE7,KCNG3,0.2242402,0.0,0.207720103,0.0,0.006451701
14273,Q8TAE8,GADD45GIP1,0.24327826,0.0,0.759148581,1.0,5.175455003
14274,Q8TAF8,LHFPL5,0.1128127,0.0,0.066172603,0.0,0.112123117
14275,Q8TAG5,VSTM2A,0.1128127,0.0,0.159936145,0.0,0.210211869
14276,Q8TAI7,RHEBL1,0.37045354,0.0,0.255553034,0.0,0.814304533
14277,Q8TAK6,OLIG1,0.11970013,0.0,0.231610594,0.0,0.553999527
14278,Q8TAM1,BBS10,0.1128127,0.0,0.248705209,0.0,3.094687131
14279,Q8TAM6,ERMN,0.19634497,0.0,0.415135078,,2.328116502
14280,Q8TAP4,LMO3,0.1128127,0.0,0.10925464,0.0,0.00539103
14281,Q8TAP8,PPP1R35,0.14120634,0.0,0.232995209,0.0,6.172450671
14282,Q8TAS1,UHMK1,0.3366895,0.0,0.283359267,0.0,3.595153564
14283,Q8TAT2,FGFBP3,0.12703013,0.0,0.082564792,0.0,2.898859965
14284,Q8TAT5,NEIL3,0.29940113,0.0,0.455090397,,0.471365663
14285,Q8TAU0,NKX2-3,0.10246326,0.0,0.027267599,0.0,0.0
14286,Q8TAU3,ZNF417,0.14772373,0.0,0.427474143,,2.23536598
14287,Q8TAV3,CYP2W1,0.25907856,0.0,0.174676537,0.0,2.199378694
14288,Q8TAX7,MUC7,0.18952581,0.0,0.452519158,,0.0
14289,Q8TAZ6,CMTM2,0.17080052,0.0,0.196809436,0.0,0.629354199
14290,Q8TB36,GDAP1,0.26247597,0.0,0.824264198,1.0,0.468803563
14291,Q8TB37,NUBPL,0.29802597,0.0,0.789786582,1.0,0.332237443
14292,Q8TB40,ABHD4,0.28177494,0.0,0.489274874,,2.284959047
14293,Q8TB61,SLC35B2,0.19770968,0.0,0.926579531,1.0,5.032426067
14294,Q8TB68,PRR7,0.14708982,0.0,0.283231098,0.0,3.871093869
14295,Q8TB73,NDNF,0.11770889,0.0,0.754166555,1.0,0.898774307
14296,Q8TBB0,THAP6,0.18109453,0.0,0.108088712,0.0,1.134194558
14297,Q8TBE0,BAHD1,0.223601,0.0,0.109754969,0.0,2.696263338
14298,Q8TBE1,CNIH3,0.1771027,0.0,0.0,0.0,0.016358748
14299,Q8TBE3,FNDC9,0.104677275,0.0,0.151071141,0.0,0.079234446
14300,Q8TBE9,NANP,0.28172767,0.0,0.363781716,,2.833163371
14301,Q8TBF2,PRXL2B,0.2367285,0.0,0.81856919,1.0,0.126749977
14302,Q8TBG9,SYNPR,0.1319095,0.0,0.39297727,,0.008617897
14303,Q8TBJ4,PLPPR1,0.1494726,0.0,0.050850557,0.0,0.0
14304,Q8TBK6,ZCCHC10,0.34505105,0.0,0.0,0.0,1.511084695
14305,Q8TBM7,TMEM254,0.33536977,0.0,0.409542404,,2.807649598
14306,Q8TBN0,RAB3IL1,0.35125777,0.0,0.344315149,,0.98733631
14307,Q8TBP5,FAM174A,0.26559114,0.0,0.403528163,,1.144594198
14308,Q8TBZ2,MYCBPAP,0.1128127,0.0,0.591900059,,0.27770325
14309,Q8TBZ6,TRMT10A,0.21578994,0.0,0.417157975,,1.54904911
14310,Q8TBZ8,ZNF564,0.11295491,0.0,0.170055696,0.0,0.326122989
14311,Q8TC05,MDM1,0.17378153,0.0,0.294631438,0.0,0.968111638
14312,Q8TC12,RDH11,0.26694673,0.0,0.999998779,1.0,3.550819011
14313,Q8TC29,ENKUR,0.16449566,0.0,0.183917157,0.0,0.373197626
14314,Q8TC36,SUN5,0.20174529,0.0,0.384903273,,0.0
14315,Q8TC41,RNF217,0.19285299,0.0,0.249163596,0.0,0.347783082
14316,Q8TC71,SPATA18,0.14149876,0.0,0.253095098,0.0,0.084113269
14317,Q8TC92,ENOX1,0.2000564,0.0,0.197706475,0.0,0.007008949
14318,Q8TCB7,METTL6,0.20802537,0.0,0.15694238,0.0,0.839881061
14319,Q8TCC7,SLC22A8,0.1396497,0.0,0.103550727,0.0,0.0
14320,Q8TCD5,NT5C,0.2980498,0.0,0.784330295,1.0,6.440483613
14321,Q8TCE9,LGALS14,0.1436255,0.0,0.09118884,0.0,0.0
14322,Q8TCI5,CIMAP3,0.16523051,0.0,0.138253502,0.0,0.0
14323,Q8TCJ0,FBXO25,0.3315436,0.0,0.33916153,,1.278311416
14324,Q8TCT0,CERK,0.22531556,0.0,0.446622878,,3.053236104
14325,Q8TCT6,SPPL3,0.29291806,0.0,0.056385292,0.0,1.486502953
14326,Q8TCT7,SPPL2B,0.22559161,0.0,0.404286375,,4.083281148
14327,Q8TCT8,SPPL2A,0.24261995,0.0,0.568478926,,2.062569228
14328,Q8TCU3,SLC7A13,0.14922254,0.0,0.130779549,0.0,0.0
14329,Q8TCV5,WFDC5,0.13168155,0.0,0.200920178,0.0,0.0
14330,Q8TCY5,MRAP,0.12124761,0.0,0.281714309,0.0,0.014536059
14331,Q8TD17,ZNF398,0.22242592,0.0,0.203810937,0.0,2.121964303
14332,Q8TD22,SFXN5,0.25174907,0.0,0.706763187,1.0,1.689890261
14333,Q8TD23,ZNF675,0.14884287,0.0,0.10649033,0.0,0.331748446
14334,Q8TD30,GPT2,0.3351858,0.0,0.725071258,1.0,3.098211401
14335,Q8TD43,TRPM4,0.18925986,0.0,0.772484647,1.0,3.549779255
14336,Q8TD46,CD200R1,0.1128127,0.0,0.400752763,,0.066391194
14337,Q8TD91,MAGEC3,0.12792395,0.0,0.27821294,0.0,0.0
14338,Q8TDB4,MGARP,0.25993085,0.0,0.312338653,,0.091383294
14339,Q8TDD5,MCOLN3,0.20778315,0.0,0.407901698,,0.217740653
14340,Q8TDF5,NETO1,0.12304746,0.0,0.290021702,0.0,0.0
14341,Q8TDG2,ACTRT1,0.4577875,0.0,0.250130639,0.0,0.0
14342,Q8TDI8,TMC1,0.1128127,0.0,0.399825458,,0.01266433
14343,Q8TDL5,BPIFB1,0.20813297,0.0,0.488016495,,2.890723583
14344,Q8TDN1,KCNG4,0.18627068,0.0,0.317001849,,0.0
14345,Q8TDN2,KCNV2,0.1949496,0.0,0.049747363,0.0,0.0
14346,Q8TDN7,ACER1,0.12741612,0.0,0.073965592,0.0,0.082233198
14347,Q8TDQ0,HAVCR2,0.22118385,0.0,0.623349412,,1.69556503
14348,Q8TDQ1,CD300LF,0.21832879,0.0,0.561025688,,1.104608531
14349,Q8TDR0,TRAF3IP1,0.32493845,0.0,0.135191683,0.0,1.796605024
14350,Q8TDR2,STK35,0.3150283,0.0,0.520716617,,2.915300939
14351,Q8TDR4,TCP10L,0.35042703,0.0,0.178086537,0.0,0.025993313
14352,Q8TDS4,HCAR2,0.17183843,0.0,0.177226661,0.0,2.346754738
14353,Q8TDS5,OXER1,0.1193574,0.0,0.040544998,0.0,2.152559299
